
 Input Link Lengths

Length of ground = 100 mm
Length of crank  = 250 mm
Length of coupler= 300 mm
Length of rocker = 400 mm



Transmission angles are
Maximum Angle is    57.910049
Manimum Angle is    18.573350

Static Force Analysis
Torque acting the Link2 is :    4.484980 N/m

Time(seconds)       theta2 omega3(rad/sec) omega4(rad/sec) alpha3(rad/sec^2) alpha4(rad/sec^2)
  8.30000000      4.15          0.28572346     -0.01961750        0.39902000       0.02646826
  8.40000000      4.20          0.28386395     -0.02111394        0.40169613       0.02544235
  8.50000000      4.25          0.28221154     -0.02236247        0.40443166       0.02463549
  8.60000000      4.30          0.28077613     -0.02341353        0.40723092       0.02402027
  8.70000000      4.35          0.27956856     -0.02430887        0.41009917       0.02357782
  8.80000000      4.40          0.27860078     -0.02508456        0.41304268       0.02329586
  8.90000000      4.45          0.27788602     -0.02577328        0.41606879       0.02316756
  9.00000000      4.50          0.27743890     -0.02640612        0.41918608       0.02319074
  9.10000000      4.55          0.27727572     -0.02701401        0.42240445       0.02336759
  9.20000000      4.60          0.27741461     -0.02762918        0.42573526       0.02370465
  9.30000000      4.65          0.27787586     -0.02828656        0.42919153       0.02421303
  9.40000000      4.70          0.27868218     -0.02902540        0.43278809       0.02490909
  9.50000000      4.75          0.27985904     -0.02989115        0.43654182       0.02581529
  9.60000000      4.80          0.28143511     -0.03093795        0.44047189       0.02696172
  9.70000000      4.85          0.28344264     -0.03223181        0.44460004       0.02838815
  9.80000000      4.90          0.28591803     -0.03385510        0.44895090       0.03014712
  9.90000000      4.95          0.28890235     -0.03591283        0.45355236       0.03230837
 10.00000000      5.00          0.29244199     -0.03854190        0.45843596       0.03496560
 10.10000000      5.05          0.29658942     -0.04192502        0.46363736       0.03824663
 10.20000000      5.10          0.30140393     -0.04631248        0.46919679       0.04232951
 10.30000000      5.15          0.30695253     -0.05205752        0.47515964       0.04746881
 10.40000000      5.20          0.31331085     -0.05967655        0.48157695       0.05404053
 10.50000000      5.25          0.32056411     -0.06995729        0.48850600       0.06262296
 10.60000000      5.30          0.32880808     -0.08416686        0.49601083       0.07415248
 10.70000000      5.35          0.33814995     -0.10448719        0.50416263       0.09024984
 10.80000000      5.40          0.34870900     -0.13503363        0.51304003       0.11398390
 10.90000000      5.45          0.36061694     -0.18463139        0.52272900       0.15195388
 11.00000000      5.50          0.37401768     -0.27632413        0.53332234       0.22142068
 11.10000000      5.55          0.38906613     -0.49558627        0.54491836       0.38646648
 11.20000000      5.60          0.40592573     -1.64890224        0.55761854       1.25192975
 11.30000000      5.65          0.42476392      1.58896771        0.57152367      -1.17614416
 11.40000000      5.70          0.44574505      0.58504903        0.58672800      -0.42304702
 11.50000000      5.75          0.46901978      0.37646987        0.60331079      -0.26664214
 11.60000000      5.80          0.49471022      0.28613164        0.62132472      -0.19911232
 11.70000000      5.85          0.52289015      0.23529268        0.64078083      -0.16139067
 11.80000000      5.90          0.55356033      0.20219718        0.66163005      -0.13712306
 11.90000000      5.95          0.58661967      0.17844929        0.68374212      -0.11993717
 12.00000000      6.00          0.62183483      0.16018209        0.70688403      -0.10680586
 12.10000000      6.05          0.65881252      0.14545496        0.73070132      -0.09608078
 12.20000000      6.10          0.69698091      0.13330082        0.75470737      -0.08676368
 12.30000000      6.15          0.73558765      0.12332182        0.77828613      -0.07818996
 12.40000000      6.20          0.77372140      0.11549629        0.80071353      -0.06986997
 12.50000000      6.25          0.81036061      0.11007797        0.82119976      -0.06139242
